Listing,Lat,Lon,Address,City,Type,List_Price,Sold_Price,Bedroom,Bathroom,Garage,Tax,Maintenance,Age,Size,Lot_Size,Days,List_Date
W4751253,43.72743,-79.77368,39 Shiff Cres,Brampton,Freehold Townhouse,689900,675000,4 Bedroom,3 Bathroom,1 Garage,4283,,0-5,1750 feet²,33.86 x 72.42 feet,18,2020-04-30
W4663052,43.62116,-79.52154,Unit 1906 - 17 Zorra St,Etobicoke,Condo Apt,598000,600000,2 Bedroom,2 Bathroom,1 Garage,3014,$477/month,-,600-699 feet²,,5,2020-01-07
C4696677,43.64294,-79.38046,Unit 2610 - 55 Bremner Blvd,Toronto,Condo Apt,799900,871000,2 Bedroom,2 Bathroom,1 Garage,3256,$758/month,-,700-799 feet²,,5,2020-02-19
W4708885,43.5540499,-79.71117,Unit 107 - 4633 Glen Erin Dr,Mississauga,Condo Apt,599900,625000,2 Bedroom,1 Bathroom,1 Garage,2378,$578/month,0-5,700-799 feet²,,5,2020-03-03
W4680153,43.68848,-79.77924,46 Deerpark Cres,Brampton,Detached,659000,691100,4 Bedroom,4 Bathroom,1 Garage,3988,,-,1500-2000 feet²,24.61 x 108.99 feet,14,2020-01-31
N4710525,43.87658,-79.28012,90 Stargell Cres,Markham,Detached,868000,910000,3+2 Bedroom,3 Bathroom,2 Garage,3107,,-,1750 feet²,30.02 x 110.24 feet,14,2020-03-05
E4766182,43.66602,-79.32042,8 Kent Rd,Toronto,Semi-Detached,1499000,1603000,3+1 Bedroom,4 Bathroom,0 Garage,4852,,-,2250 feet²,17.11 x 119.00 feet,7,2020-05-21
W4692089,43.6896233,-79.8527863,2 Military Cres,Brampton,Freehold Townhouse,779900,825000,3 Bedroom,3 Bathroom,3 Garage,5500,,0-5,2000-2500 feet²,52.2 x 89.00 feet,2,2020-02-13
C4676895,43.8052,-79.38087,2 Topaz Gate,North York,Semi-Detached,898000,872000,3 Bedroom,2 Bathroom,1 Garage,4356,,-,1300 feet²,28.63 x 152.71 feet,27,2020-01-27
E4601154,43.74861,-79.29802,Lot 22 We26 Crt,Scarborough,Detached,998000,998000,4 Bedroom,4 Bathroom,1 Garage,0,$97/month,New,2000-2500 feet²,29.4 x 73.10 feet,64,2019-10-07
E4746098,43.8722381,-79.058297,494 Rossland Rd W,Ajax,Freehold Townhouse,570000,560000,3+1 Bedroom,4 Bathroom,1 Garage,4396,$133/month,0-5,1500-2000 feet²,16.75 feet,6,2020-04-21
C4746353,43.77375,-79.35942,Unit 1001 - 20 Bloorview Pl,North York,Condo Apt,649000,620000,1+1 Bedroom,1 Bathroom,1 Garage,2397,$509/month,6-10,700-799 feet²,,10,2020-04-21
C4694664,43.70044,-79.43163,8 Old Park Rd,Toronto,Detached,2399000,2415000,4+2 Bedroom,4 Bathroom,1 Garage,9448,,-,2750 feet²,45 x 100.00 feet,2,2020-02-18
C4758329,43.66534,-79.40684,281 Brunswick Ave,Toronto,Semi-Detached,1650000,1670000,2 Bedroom,2 Bathroom,0 Garage,7219,,100+,1750 feet²,17.58 x 119.10 feet,2,2020-05-11
W4606755,43.92434,-79.90689,6750 Finnerty Sdrd,Caledon,Detached,1999000,1852000,2+1 Bedroom,2 Bathroom,2 Garage,9298,,-,- feet²,,55,2019-10-15
W4761558,43.52119,-79.62011,Unit 243 - 1575 Lakeshore Rd W,Mississauga,Condo Apt,718000,712000,2 Bedroom,2 Bathroom,1 Garage,3687,$630/month,0-5,900-999 feet²,,8,2020-05-14
C4710073,43.76801,-79.38085,Unit 332 - 621 Sheppard Ave E,North York,Condo Apt,599000,610000,2 Bedroom,2 Bathroom,1 Garage,0,$442/month,New,600-699 feet²,,6,2020-03-04
C4669071,43.64974,-79.36561,Unit 218 - 222 The Esplanade,Toronto,Condo Apt,519900,519900,1+1 Bedroom,1 Bathroom,1 Garage,2180,$542/month,16-30,500-599 feet²,,3,2020-01-15
N4687477,43.86556,-79.5202,196 St Joan Of Arc Ave,Vaughan,Detached,1199900,1220000,5 Bedroom,3 Bathroom,2 Garage,5676,,-,2500-3000 feet²,53.08 x 106.73 feet,6,2020-02-08
W4688593,43.54787,-79.72031,Unit 15 - 5035 Oscar Peterson Blvd,Mississauga,Condo Townhouse,639900,625000,2 Bedroom,3 Bathroom,1 Garage,3120,$290/month,11-15,1200-1399 feet²,,36,2020-02-10
N4713344,43.8313523,-79.6519384,88 Elderslie Cres,Vaughan,Detached,1599000,1550000,5+1 Bedroom,5 Bathroom,2 Garage,7305,,0-5,3250 feet²,43.96 x 101.71 feet,17,2020-03-06
N4754392,43.84638,-79.49227,131 Maverick Cres,Vaughan,Detached,1329000,1280000,4 Bedroom,4 Bathroom,2 Garage,6071,,-,2750 feet²,45.83 x 105.00 feet,9,2020-05-05
N4711491,43.93877,-79.43379,9 Tiger Lily St,Richmond Hill,Detached,920000,1075800,3 Bedroom,3 Bathroom,2 Garage,5206,,-,2250 feet²,37.14 x 91.14 feet,8,2020-03-05
W4723482,43.73618,-79.4763,Unit 6 - 146 William Duncan Rd,North York,Condo Townhouse,549000,522000,2+1 Bedroom,1 Bathroom,1 Garage,1975,$220/month,0-5,700-799 feet²,,21,2020-03-16
E4701269,43.66149,-79.35326,Unit 8 - 24 Florence Wyle Lane,Toronto,Condo Apt,599900,751000,2 Bedroom,2 Bathroom,1 Garage,2500,$257/month,-,800-899 feet²,,7,2020-02-25
N4724607,43.8440014,-79.5500465,34 Pageant Ave,Vaughan,Freehold Townhouse,899900,870000,3 Bedroom,1 Bathroom,1 Garage,2591,,0-5,2000-2500 feet²,19.69 x 27.05 feet,17,2020-03-17
C4749434,43.64122,-79.4119,Unit 607 - 100 Strachan Ave,Toronto,Condo Townhouse,725000,714000,2 Bedroom,2 Bathroom,1 Garage,2750,$649/month,-,900-999 feet²,,16,2020-04-27
W4672509,43.65512,-79.7868,109 George Robinson Dr,Brampton,Detached,949900,950000,3 Bedroom,4 Bathroom,2 Garage,6166,,-,1500-2000 feet²,38.06 x 88.58 feet,11,2020-01-20
W4677403,43.72347,-79.56223,118 Elmhurst Dr,Etobicoke,Detached,899000,895000,3+2 Bedroom,2 Bathroom,2 Garage,3489,,-,1300 feet²,45 x 114.00 feet,10,2020-01-28
W4604539,43.55963,-79.57235,40 Onaway Rd,Mississauga,Detached,3200000,3030000,4+2 Bedroom,6 Bathroom,2 Garage,6453,,0-5,3500-5000 feet²,50 x 150.00 feet,97,2019-10-10
W4720251,43.64589,-79.73597,32 Oaklea Blvd,Brampton,Detached,899000,930000,4+2 Bedroom,4 Bathroom,2 Garage,5200,,-,2500-3000 feet²,44.85 x 109.91 feet,38,2020-03-13
W4683438,43.69731,-79.4898599,Unit 2208 - 10 Martha Eaton Way,North York,Condo Apt,449000,455000,3 Bedroom,2 Bathroom,2 Garage,1092,$809/month,-,1200-1399 feet²,,21,2020-02-04
E4659670,43.87451,-79.00113,107 Silverwood Circ,Ajax,Freehold Townhouse,619000,650500,3 Bedroom,3 Bathroom,1 Garage,4000,,-,1750 feet²,19.69 x 95.64 feet,5,2020-01-03
W4689075,43.6408923,-79.7292052,Unit 60 - 7385 Magistrate Terr,Mississauga,Condo Townhouse,739000,736000,3 Bedroom,4 Bathroom,1 Garage,3519,$289/month,-,1600-1799 feet²,,20,2020-02-11
W4670222,43.57778,-79.56947,850 Atwater Ave,Mississauga,Detached,1888888,1807000,4+1 Bedroom,6 Bathroom,2 Garage,0,,New,3500-5000 feet²,40 x 109.00 feet,29,2020-01-16
C4709695,43.66248,-79.41644,323 Clinton St,Toronto,Freehold Townhouse,1399000,1450000,4 Bedroom,2 Bathroom,1 Garage,6237,,100+,2250 feet²,15.98 x 110.00 feet,6,2020-03-04
,43.69205,-79.83008,25 Ferncroft Pl,Brampton,Detached,,,,,,,,,2500-3000 feet²,-,,
C4701432,43.77782,-79.35659,32 Shippigan Cres,North York,Detached,1288000,1400000,5+2 Bedroom,3 Bathroom,2 Garage,5117,,-,1500-2000 feet²,58 x 107.91 feet,8,2020-02-25
E4660508,43.84289,-79.08473,1929 Glenview Rd,Pickering,Detached,999900,945000,4 Bedroom,2 Bathroom,2 Garage,6073,,-,2250 feet²,81 x 249.37 feet,25,2020-01-05
C4719738,43.6569821,-79.3742774,Unit 4512 - 181 Dundas St E,Toronto,Condo Apt,649900,643000,1+1 Bedroom,1 Bathroom,0 Garage,2010,$344/month,0-5,500-599 feet²,,8,2020-03-12
W4692110,43.69315,-79.50719,Unit 203 - 60 Sidney Belsey Cres,Toronto,Condo Townhouse,504990,520000,3 Bedroom,2 Bathroom,1 Garage,1676,$504/month,-,1200-1399 feet²,,2,2020-02-13
W4682342,43.5976954,-79.6264661,Unit 1411 - 1300 Mississauga Valley Blvd,Mississauga,Condo Apt,450000,450000,2+1 Bedroom,2 Bathroom,1 Garage,2010,$1023/month,-,1000-1199 feet²,,9,2020-02-03
N4767248,43.8663325,-79.438155,Unit 117 - 20 Harding Blvd W,Richmond Hill,Condo Apt,729900,721000,2+1 Bedroom,2 Bathroom,1 Garage,2423,$890/month,-,1200-1399 feet²,,8,2020-05-21
W4710146,43.53203,-79.60811,1019 Lorne Park Rd,Mississauga,Detached,1398000,1450000,5 Bedroom,4 Bathroom,0 Garage,7053,,-,2750 feet²,60.01 x 170.05 feet,6,2020-03-04
W4635451,43.66302,-79.80122,2 Jevins Clse,Brampton,Detached,1155000,1130000,4+2 Bedroom,6 Bathroom,2 Garage,7317,,6-15,2500-3000 feet²,62.83 x 105.13 feet,24,2019-11-15
N4743458,43.78093,-79.5847,Unit B-22 - 26 Bruce St,Vaughan,Condo Townhouse,599900,599900,2 Bedroom,2 Bathroom,1 Garage,3300,$283/month,-,1000-1199 feet²,,39,2020-04-16
N4675130,43.79434,-79.5535,125 Blue Willow Dr,Vaughan,Semi-Detached,929900,933000,3 Bedroom,3 Bathroom,1 Garage,3980,,-,1750 feet²,26.44 x 88.58 feet,2,2020-01-24
N4656873,43.80994,-79.37041,88 Quail Valley Cres,Markham,Condo Townhouse,899000,891000,3 Bedroom,3 Bathroom,2 Garage,4295,$792/month,-,1800-1999 feet²,,53,2019-12-23
N4710392,43.84229,-79.56735,Unit Way - 29 Sibella Way E,Vaughan,Freehold Townhouse,789000,830000,3 Bedroom,3 Bathroom,1 Garage,3989,,-,1500-2000 feet²,19.69 x 95.14 feet,1,2020-03-04
N4670974,43.82213,-79.47653,60 Yellowood Circ,Vaughan,Detached,854000,942000,4+1 Bedroom,3 Bathroom,1 Garage,4884,,16-30,2000-2500 feet²,34.95 x 100.00 feet,6,2020-01-18
W4676158,43.6249,-79.7487,1713 Samuelson Circ,Mississauga,Semi-Detached,849999,855000,3+1 Bedroom,4 Bathroom,1 Garage,4189,,-,1750 feet²,30.41 x 99.90 feet,10,2020-01-23
W4724049,43.61987,-79.48443,Unit 801 - 2269 Lake Shore Blvd W,Etobicoke,Condo Apt,749000,650000,2 Bedroom,2 Bathroom,1 Garage,2389,$904/month,16-30,1000-1199 feet²,,9,2020-03-17
N4624074,43.98816,-79.48498,54 Corner Ridge Rd,Aurora,Detached,1149888,1090000,4+1 Bedroom,4 Bathroom,2 Garage,6258,,-,2500-3000 feet²,50 x 110.00 feet,63,2019-11-01
W4668880,43.54142,-79.59463,16 Ben Machree Dr,Mississauga,Triplex,1998000,1850000,5+2 Bedroom,5 Bathroom,3 Garage,8828,,51-99,3000-3500 feet²,50 x 200.00 feet,46,2020-01-15
W4718798,43.70238,-79.82207,49 Newark Way,Brampton,Cottage,924900,905000,4+2 Bedroom,4 Bathroom,2 Garage,5513,,-,2000-2500 feet²,36 x 100.00 feet,73,2020-03-12
W4723721,43.69335,-79.8234,11 Mystical Rd,Brampton,Detached,799900,835000,3+1 Bedroom,4 Bathroom,1 Garage,4392,,-,1500-2000 feet²,36.09 x 83.33 feet,10,2020-03-17
N4672565,43.80143,-79.42965,121 Bradbeer Cres,Vaughan,Detached,998000,1050000,3+1 Bedroom,4 Bathroom,2 Garage,4527,,-,1750 feet²,29.56 x 105.10 feet,0,2020-01-21
W4670392,43.63883,-79.74318,7553 Chinguacousy Rd,Brampton,Freehold Townhouse,699900,747000,3+1 Bedroom,4 Bathroom,1 Garage,4546,,-,2000-2500 feet²,19.69 x 96.97 feet,19,2020-01-17
C4744726,43.63698,-79.40608,Unit 1019 - 231 Fort York Blvd,Toronto,Condo Apt,569900,550000,1 Bedroom,1 Bathroom,1 Garage,1670,$419/month,-,500-599 feet²,,23,2020-04-17
N4699553,43.7826833,-79.5813694,Unit 219 - 4800 Highway 7 Rd,Vaughan,Condo Apt,539900,561000,2 Bedroom,2 Bathroom,1 Garage,2800,$472/month,-,700-799 feet²,,2,2020-02-22
N4672438,43.90617,-79.24678,170 Alfred Paterson Dr,Markham,Detached,1158000,1158100,4+1 Bedroom,4 Bathroom,2 Garage,5835,,-,2500-3000 feet²,40 x 114.00 feet,1,2020-01-21
W4715500,43.62506,-79.60102,Unit Ph01 - 1111 Bough Beeches Blvd,Mississauga,Condo Apt,599900,590000,2+1 Bedroom,2 Bathroom,2 Garage,3377,$1054/month,31-50,1400-1599 feet²,,11,2020-03-10
E4766093,43.68065,-79.34123,30 Langford Ave,Toronto,Detached,1399000,1751555,4+1 Bedroom,3 Bathroom,2 Garage,6552,,100+,1500-2000 feet²,25 x 119.00 feet,6,2020-05-20
N4674252,43.8990883,-79.2661914,Unit 1011 - 9582 Markham Rd,Markham,Condo Apt,527800,520000,2+1 Bedroom,2 Bathroom,1 Garage,2571,$610/month,0-5,800-899 feet²,,16,2020-01-20
W4699426,43.73237,-79.53693,Unit 1808 - 3077 Weston Rd,North York,Condo Apt,409800,430000,2 Bedroom,2 Bathroom,1 Garage,1123,$645/month,16-30,900-999 feet²,,9,2020-02-22
N4683207,43.85736,-79.61695,9 Grace Lake Crt,Vaughan,Detached,1499990,1460000,4+1 Bedroom,4 Bathroom,2 Garage,0,,New,3500-5000 feet²,60.24 x 107.81 feet,27,2020-02-04
E4650072,43.80373,-79.16885,Unit 513 - 10 Dean Park Rd,Scarborough,Condo Apt,409900,405000,1 Bedroom,1 Bathroom,1 Garage,1061,$424/month,-,700-799 feet²,,6,2019-12-07
C4662769,43.76673,-79.38566,Unit 802 - 7 Kenaston Gdns,North York,Condo Apt,499000,631000,1+1 Bedroom,1 Bathroom,1 Garage,2463,$433/month,0-5,600-699 feet²,,10,2020-01-07
W4640461,43.56069,-79.66953,3626 Burnbrae Dr,Mississauga,Detached,1489000,1387000,4 Bedroom,3 Bathroom,2 Garage,7869,,-,2000-2500 feet²,75.04 x 189.50 feet,74,2019-11-22
C4717708,43.66963,-79.38056,Unit 1909 - 101 Charles St E,Toronto,Condo Apt,490000,535000,0 Bedroom,1 Bathroom,0 Garage,1860,$264/month,0-5,0-499 feet²,,9,2020-03-11
C4709998,43.64722,-79.39116,Unit 4102 - 21 Widmer St,Toronto,Condo Apt,888000,890000,2 Bedroom,2 Bathroom,1 Garage,3683,$730/month,-,800-899 feet²,,1,2020-03-04
C4647991,43.64049,-79.39488,Unit 2006 - 8 Telegram Mews,Toronto,Condo Apt,1250000,1150000,3 Bedroom,3 Bathroom,1 Garage,2751,$867/month,6-10,1400-1599 feet²,,43,2019-12-02
N4692061,43.7827996,-79.579896,Unit 518 - 4700 Highway 7,Vaughan,Condo Apt,628000,631500,2 Bedroom,2 Bathroom,2 Garage,3225,$711/month,-,900-999 feet²,,10,2020-02-13
E4668983,43.80989,-79.28108,64 Lady Churchill Crt,Scarborough,Semi-Detached,729900,750000,3 Bedroom,2 Bathroom,1 Garage,3319,,31-50,1750 feet²,27.55 x 181.00 feet,6,2020-01-15
W4717397,43.71969,-79.6998,10 Dunblaine Cres,Brampton,Detached,749900,740000,3 Bedroom,2 Bathroom,0 Garage,4214,,-,1300 feet²,61.62 x 120.00 feet,7,2020-03-11
W4716901,43.60957,-79.55733,Unit 1102 - 205 Sherway Gardens Rd,Etobicoke,Condo Apt,639900,611000,2 Bedroom,2 Bathroom,1 Garage,2178,$545/month,-,800-899 feet²,,5,2020-03-10
N4717597,43.8517581,-79.4325185,Unit 203 Se - 9199 Yonge St,Richmond Hill,Condo Apt,545000,543000,2 Bedroom,2 Bathroom,1 Garage,2400,$527/month,0-5,800-899 feet²,,44,2020-03-10
W4688124,43.53138,-79.60153,873 Sangster Ave,Mississauga,Detached,1199900,1326000,3 Bedroom,2 Bathroom,1 Garage,6957,,100+,1500-2000 feet²,50.07 x 100.15 feet,8,2020-02-10
W4747420,43.66475,-79.43827,10 Armstrong Ave,Toronto,Semi-Detached,1299000,1305000,4+1 Bedroom,3 Bathroom,2 Garage,4997,,-,2250 feet²,16.5 x 123.00 feet,34,2020-04-21
C4755222,43.6547,-79.37916,Unit 3505 - 210 Victoria St,Toronto,Condo Apt,599000,630000,1 Bedroom,1 Bathroom,1 Garage,2103,$600/month,-,600-699 feet²,,0,2020-05-06
C4686739,43.6569821,-79.3742774,Unit 3901 - 181 Dundas St E,Toronto,Condo Apt,649900,639900,1+1 Bedroom,1 Bathroom,0 Garage,1905,$328/month,0-5,500-599 feet²,,31,2020-02-07
E4661833,43.7645,-79.28843,Unit 810 - 8 Mondeo Dr,Scarborough,Condo Apt,360000,425000,1 Bedroom,1 Bathroom,1 Garage,1402,$450/month,16-30,600-699 feet²,,4,2020-01-06
C4761881,43.7565,-79.40585,Unit 115 - 80 Harrison Garden Blvd,North York,Condo Apt,599900,615000,1+1 Bedroom,2 Bathroom,2 Garage,2515,$708/month,-,900-999 feet²,,11,2020-05-14
W4677094,43.70869,-79.4507,360 Glen Park Ave,North York,Detached,1199900,1200000,4 Bedroom,3 Bathroom,2 Garage,5100,,-,2750 feet²,40 x 133.25 feet,0,2020-01-27
W4679382,43.67492,-79.44199,1538 Dufferin St,Toronto,Semi-Detached,909900,855000,4 Bedroom,3 Bathroom,1 Garage,3102,,51-99,2250 feet²,16 x 94.00 feet,18,2020-01-29
N4661943,43.97392,-79.25625,Unit 210 - 12439 Ninth Line,Whitchurch-Stouffville,Condo Townhouse,464900,453000,3 Bedroom,2 Bathroom,1 Garage,2148,$494/month,-,1200-1399 feet²,,10,2020-01-07
W4771744,43.65122,-79.49777,80 Old Mill Rd,Etobicoke,Detached,3980000,4205000,3 Bedroom,2 Bathroom,1 Garage,14640,,-,2500-3000 feet²,75 x 220.00 feet,7,2020-05-26
C4750811,43.64405,-79.3894,Unit 2802 - 300 Front St W,Toronto,Condo Apt,645000,640000,1 Bedroom,1 Bathroom,0 Garage,1233,$351/month,-,500-599 feet²,,30,2020-04-27
N4703772,43.8778068,-79.2315414,Unit 905 - 2 Blanche Lane,Markham,Condo Townhouse,549000,515000,2 Bedroom,2 Bathroom,1 Garage,1227,$234/month,0-5,900-999 feet²,,68,2020-02-27
E4707304,43.77347,-79.25445,Unit 702 - 25 Town Centre Crt,Scarborough,Condo Apt,624999,651000,2+1 Bedroom,2 Bathroom,1 Garage,2475,$661/month,-,1000-1199 feet²,,3,2020-03-02
W4757702,43.7712348,-79.6637106,54 Sea Drifter Cres,Brampton,Freehold Townhouse,724900,724900,3+1 Bedroom,3 Bathroom,1 Garage,4400,,-,1500-2000 feet²,18.04 x 87.42 feet,1,2020-05-09
N4741379,43.85077,-79.50034,286 Lauderdale Dr,Vaughan,Semi-Detached,999900,985000,4 Bedroom,4 Bathroom,1 Garage,4504,,-,2000-2500 feet²,24 x 101.00 feet,30,2020-04-13
W4705638,43.70621,-79.83158,14 Earl Grey Cres,Brampton,Detached,749900,754500,3+1 Bedroom,4 Bathroom,1 Garage,4109,,-,1750 feet²,30 x 85.10 feet,4,2020-02-29
W4717522,43.69343,-79.78081,81 Moore St,Brampton,Detached,799900,795000,3+2 Bedroom,4 Bathroom,0 Garage,3684,,-,1300 feet²,62.2 x 125.00 feet,10,2020-03-10
W4699725,43.59502,-79.63514,Unit 3706 - 50 Absolute Ave,Mississauga,Condo Apt,489000,520000,2 Bedroom,1 Bathroom,1 Garage,2437,$679/month,-,700-799 feet²,,14,2020-02-21
E4758552,43.69039,-79.29998,27 Balfour Ave,Toronto,Semi-Detached,789000,911000,2 Bedroom,2 Bathroom,0 Garage,3320,,-,900 feet²,23.82 x 131.00 feet,8,2020-05-11
W4680476,43.52987,-79.71367,3418 Bertrand Rd,Mississauga,Detached,799888,865000,3+1 Bedroom,3 Bathroom,1 Garage,4465,,-,1750 feet²,31.99 x 118.11 feet,3,2020-01-31
E4646825,43.86835,-79.03271,43 Magill Dr,Ajax,Detached,699999,685000,3+2 Bedroom,4 Bathroom,2 Garage,4890,,16-30,1750 feet²,40.03 x 109.91 feet,16,2019-12-03
N4717900,43.8295873,-79.6520972,32 Card Lumber Cres,Vaughan,Detached,1395000,1351000,4+1 Bedroom,5 Bathroom,2 Garage,6191,,0-5,2750 feet²,38.09 x 101.71 feet,69,2020-03-11
E4636830,43.75896,-79.30569,64 Marchington Circ,Scarborough,Detached,839888,800000,2+2 Bedroom,2 Bathroom,1 Garage,2898,,51-99,700-1100 feet²,40.44 x 122.25 feet,36,2019-11-18
E4704183,43.84739,-79.07722,1974 Royal Rd,Pickering,Detached,688900,675000,3 Bedroom,2 Bathroom,1 Garage,3957,,-,1300 feet²,51 x 185.50 feet,9,2020-02-27
W4725784,43.58512,-79.6168,Unit 205 - 3120 Kirwin Ave,Mississauga,Condo Apt,419900,429000,2 Bedroom,1 Bathroom,1 Garage,1373,$707/month,-,900-999 feet²,,2,2020-03-18
C4711150,43.7742091,-79.3294948,Unit 1612 - 50 Ann O'reilly Rd,North York,Condo Apt,549995,620000,1+1 Bedroom,1 Bathroom,1 Garage,0,$385/month,0-5,500-599 feet²,,7,2020-03-05
W4665835,43.70659,-79.5121,155 King St,Toronto,Fourplex,1125000,1125000,7 Bedroom,4 Bathroom,2 Garage,3631,,-,1500-2000 feet²,37.5 x 123.00 feet,5,2020-01-11
C4698471,43.6604326,-79.3593169,Unit 306 - 20 Tubman Ave,Toronto,Condo Apt,574900,576000,1 Bedroom,1 Bathroom,0 Garage,0,$305/month,-,500-599 feet²,,0,2020-02-21
C4650881,43.64907,-79.39204,Unit 3209 - 318 Richmond St W,Toronto,Condo Apt,488000,485000,0 Bedroom,1 Bathroom,0 Garage,1667,$264/month,0-5,0-499 feet²,,5,2019-12-10
C4659350,43.77653,-79.42208,73 Lorraine Dr,North York,Detached,1649000,1600000,4+1 Bedroom,2 Bathroom,1 Garage,6307,,-,2250 feet²,59 x 129.00 feet,24,2020-01-02
W4733646,43.60638,-79.65541,Unit 2210 - 5025 Four Springs Ave,Mississauga,Condo Apt,539900,539900,1+1 Bedroom,1 Bathroom,1 Garage,1310,$414/month,0-5,600-699 feet²,,1,2020-03-29
N4691986,43.8815,-79.41508,31 Bridlepath St,Richmond Hill,Semi-Detached,968000,972000,3 Bedroom,4 Bathroom,1 Garage,4734,,-,1500-2000 feet²,24.13 x 111.39 feet,4,2020-02-12
W4624567,43.72315,-79.44823,Unit 526 - 160 Flemington Rd,North York,Condo Apt,545000,540000,2 Bedroom,2 Bathroom,0 Garage,0,$393/month,0-5,600-699 feet²,,69,2019-11-02
W4696032,43.67984,-79.75786,75 Mill St S,Brampton,Detached,929000,937000,3+1 Bedroom,4 Bathroom,1 Garage,5903,,-,1500-2000 feet²,40 x 192.00 feet,3,2020-02-19
N4710412,43.8710899,-79.2239909,55 Decast Cres,Markham,Freehold Townhouse,839000,830000,3 Bedroom,3 Bathroom,1 Garage,3764,,0-5,1500-2000 feet²,24.61 x 100.98 feet,12,2020-03-04
C4726017,43.65751,-79.37673,Unit 646 - 155 Dalhousie St,Toronto,Condo Apt,555000,520000,1 Bedroom,1 Bathroom,0 Garage,1696,$342/month,-,500-599 feet²,,58,2020-03-18
W4715482,43.73076,-79.46202,29 Winston Park Blvd,North York,Detached,878000,836000,2+1 Bedroom,2 Bathroom,1 Garage,3333,,51-99,1100-1500 feet²,45.06 x 100.13 feet,24,2020-03-08
E4664626,43.79843,-79.13388,489 Brownfield Gdns,Scarborough,Detached,879000,860000,3+1 Bedroom,3 Bathroom,1 Garage,4178,,-,2000-2500 feet²,60 x 130.00 feet,16,2020-01-09
E4752482,43.80296,-79.23069,36 Shepmore Terr,Scarborough,Detached,749000,755000,4+1 Bedroom,3 Bathroom,1 Garage,1447,,-,1750 feet²,34.94 x 105.64 feet,4,2020-05-01
E4695064,43.78577,-79.29191,Unit 2308 - 195 Bonis Ave,Scarborough,Condo Apt,399900,541000,1+1 Bedroom,1 Bathroom,1 Garage,1574,$441/month,0-5,600-699 feet²,,7,2020-02-18
E4746637,43.82206,-79.13086,405 Foxwood Tr,Pickering,Detached,759900,820000,3+1 Bedroom,3 Bathroom,2 Garage,5969,,16-30,1500-2000 feet²,36.09 x 110.11 feet,4,2020-04-22
N4632935,43.86892,-79.46777,103 Fitzmaurice Dr,Vaughan,Detached,1899600,1810000,4+1 Bedroom,5 Bathroom,2 Garage,8450,,0-5,3000-3500 feet²,41.01 x 106.79 feet,33,2019-11-13
W4585013,43.64381,-79.55889,Unit 331 - 364 The East Mall St,Etobicoke,Condo Townhouse,469900,455000,3+1 Bedroom,3 Bathroom,1 Garage,1631,$939/month,-,1400-1599 feet²,,90,2019-09-21
C4573520,43.64768,-79.39692,Unit 1205 - 435 Richmond St W,Toronto,Condo Apt,680000,655900,1+1 Bedroom,1 Bathroom,0 Garage,2842,$410/month,0-5,600-699 feet²,,142,2019-09-10
E4763619,43.80739,-79.26708,Unit 1112 - 5001 Finch Ave E,Scarborough,Condo Apt,419900,478000,2 Bedroom,2 Bathroom,1 Garage,1696,$800/month,-,900-999 feet²,,2,2020-05-18
W4682596,43.62853,-79.72643,7010 Lessard Lane,Mississauga,Detached,1199000,1200000,3+1 Bedroom,4 Bathroom,2 Garage,6100,,16-30,2500-3000 feet²,67.45 x 95.18 feet,6,2020-02-03
C4660120,43.66717,-79.37628,Unit 2907 - 120 Homewood Ave,Toronto,Condo Apt,759900,743000,2 Bedroom,2 Bathroom,0 Garage,2755,$514/month,11-15,800-899 feet²,,3,2020-01-04
C4765418,43.75983,-79.46146,167 Kennard Ave,North York,Detached,1349900,1310000,3 Bedroom,3 Bathroom,1 Garage,4998,,-,1750 feet²,52.4 x 115.00 feet,12,2020-05-20
C4651099,43.68932,-79.43179,393A Arlington Ave,Toronto,Detached,975000,975000,4 Bedroom,4 Bathroom,2 Garage,4523,,New,3500-5000 feet²,21.55 x 120.90 feet,1,2019-12-10
E4766113,43.6818,-79.34373,Unit 2 - 79 Eaton Ave,Toronto,Condo Townhouse,1750000,1745000,3+1 Bedroom,3 Bathroom,1 Garage,0,$278/month,New,2000-2249 feet²,,4,2020-05-21
W4672891,43.70679,-79.74422,1 Heggie Rd,Brampton,Semi-Detached,589900,578000,3 Bedroom,2 Bathroom,0 Garage,3498,,31-50,1300 feet²,33.39 x 95.00 feet,2,2020-01-21
W4722684,43.65906,-79.47454,138 Evelyn Ave,Toronto,Detached,1299000,1565500,6+2 Bedroom,3 Bathroom,1 Garage,6231,,100+,2250 feet²,22.34 x 104.50 feet,4,2020-03-16
W4745020,43.78232,-79.6984,62 Utopia Way,Brampton,Freehold Townhouse,699900,682000,3+1 Bedroom,4 Bathroom,1 Garage,3990,,0-5,1750 feet²,25 x 90.00 feet,16,2020-04-19
C4752752,43.63836,-79.39866,Unit 915 - 75 Queens Wharf Rd,Toronto,Condo Apt,788900,778800,2 Bedroom,2 Bathroom,1 Garage,3090,$583/month,0-5,800-899 feet²,,3,2020-05-02
W4674800,43.59163,-79.63127,Unit 405 - 3590 Kaneff Cres,Mississauga,Condo Apt,445000,455000,2+1 Bedroom,2 Bathroom,2 Garage,1834,$843/month,-,1200-1399 feet²,,9,2020-01-22
